# unix_время	FPS_прил	FPS_дисплей	Stale	ASW	GPU_МГц	App_мс	CPU&GPU_мс	Preempt	Temp_C	GPU%	строка
1789438207.075	90	90	0		456	5.98	10.64	362	45.0	0.66	FPS=90/90,Prd=27ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=1555MHz,Free=3668MB,PLS=0,Temp=45.0C/0.0C,TW=1.02ms,App=5.98ms,GD=0.00ms,CPU&GPU=10.64ms,LCnt=1(DR91,LM0),GPU%=0.66,CPU%=0.23(W0.36),CFL=11.92/15.58,ICFLp95=14.85,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=362,PoseAgeP95=0.00
1789438208.075	90	90	0		456	5.94	10.08	362	45.0	0.67	FPS=90/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=1555MHz,Free=3668MB,PLS=0,Temp=45.0C/0.0C,TW=1.02ms,App=5.94ms,GD=0.00ms,CPU&GPU=10.08ms,LCnt=1(DR91,LM0),GPU%=0.67,CPU%=0.20(W0.23),CFL=11.87/15.57,ICFLp95=14.78,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=362,PoseAgeP95=0.00
1789438209.075	90	90	0		456	5.94	10.20	360	45.0	0.66	FPS=90/90,Prd=27ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=1555MHz,Free=3668MB,PLS=0,Temp=45.0C/0.0C,TW=1.03ms,App=5.94ms,GD=0.00ms,CPU&GPU=10.20ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.23(W0.32),CFL=11.99/15.52,ICFLp95=14.83,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=360,PoseAgeP95=0.00
1789438210.075	91	90	0		456	5.94	10.39	358	45.0	0.66	FPS=91/90,Prd=27ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=1555MHz,Free=3668MB,PLS=0,Temp=45.0C/0.0C,TW=1.02ms,App=5.94ms,GD=0.00ms,CPU&GPU=10.39ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.19(W0.26),CFL=11.93/15.51,ICFLp95=14.81,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=358,PoseAgeP95=0.00
1789438211.076	91	90	0		456	5.97	10.19	358	45.0	0.66	FPS=91/90,Prd=27ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1920/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2736MHz,Free=3668MB,PLS=0,Temp=45.0C/0.0C,TW=1.02ms,App=5.97ms,GD=0.00ms,CPU&GPU=10.19ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.21(W0.36),CFL=11.97/15.54,ICFLp95=14.79,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=358,PoseAgeP95=0.00
1789438212.076	91	90	0		456	5.93	10.58	360	45.0	0.66	FPS=91/90,Prd=27ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1920/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2736MHz,Free=3668MB,PLS=0,Temp=45.0C/0.0C,TW=1.02ms,App=5.93ms,GD=0.00ms,CPU&GPU=10.58ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.22(W0.28),CFL=11.96/15.54,ICFLp95=14.79,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=360,PoseAgeP95=0.00
1789438213.076	90	90	0		456	6.10	10.70	358	45.0	0.67	FPS=90/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1920/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2736MHz,Free=3668MB,PLS=0,Temp=45.0C/0.0C,TW=1.06ms,App=6.10ms,GD=0.00ms,CPU&GPU=10.70ms,LCnt=1(DR90,LM0),GPU%=0.67,CPU%=0.21(W0.27),CFL=11.99/15.61,ICFLp95=14.88,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=358,PoseAgeP95=0.00
1789438214.076	91	90	0		456	6.03	10.43	360	45.0	0.67	FPS=91/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1920/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2736MHz,Free=3668MB,PLS=0,Temp=45.0C/0.0C,TW=1.09ms,App=6.03ms,GD=0.00ms,CPU&GPU=10.43ms,LCnt=1(DR90,LM0),GPU%=0.67,CPU%=0.23(W0.27),CFL=11.99/15.69,ICFLp95=14.91,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=360,PoseAgeP95=0.00
1789438215.076	90	90	0		456	5.95	10.18	360	45.0	0.67	FPS=90/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1920/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2736MHz,Free=3668MB,PLS=0,Temp=45.0C/0.0C,TW=1.02ms,App=5.95ms,GD=0.00ms,CPU&GPU=10.18ms,LCnt=1(DR90,LM0),GPU%=0.67,CPU%=0.23(W0.33),CFL=12.06/15.77,ICFLp95=15.03,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=360,PoseAgeP95=0.00
1789438216.097	91	90	0		456	5.93	10.25	360	45.0	0.67	FPS=91/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1920/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2736MHz,Free=3673MB,PLS=0,Temp=45.0C/0.0C,TW=1.02ms,App=5.93ms,GD=0.00ms,CPU&GPU=10.25ms,LCnt=1(DR90,LM0),GPU%=0.67,CPU%=0.20(W0.27),CFL=12.00/15.80,ICFLp95=15.03,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=360,PoseAgeP95=0.00
1789438217.076	90	90	0		456	5.96	10.08	358	45.0	0.66	FPS=90/90,Prd=27ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1920/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2736MHz,Free=3673MB,PLS=0,Temp=45.0C/0.0C,TW=1.02ms,App=5.96ms,GD=0.00ms,CPU&GPU=10.08ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.22(W0.29),CFL=12.00/15.74,ICFLp95=14.93,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=358,PoseAgeP95=0.00
1789438218.076	91	90	0		456	5.95	10.54	360	45.0	0.66	FPS=91/90,Prd=27ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1920/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2736MHz,Free=3673MB,PLS=0,Temp=45.0C/0.0C,TW=1.03ms,App=5.95ms,GD=0.00ms,CPU&GPU=10.54ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.24(W0.38),CFL=12.03/15.65,ICFLp95=14.90,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=360,PoseAgeP95=0.00
1789438219.076	90	90	0		456	5.92	10.44	358	45.0	0.66	FPS=90/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1920/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2736MHz,Free=3673MB,PLS=0,Temp=45.0C/0.0C,TW=1.02ms,App=5.92ms,GD=0.00ms,CPU&GPU=10.44ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.23(W0.31),CFL=11.98/15.63,ICFLp95=14.87,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=358,PoseAgeP95=0.00
1789438220.076	90	90	0		456	5.94	10.32	360	45.0	0.66	FPS=90/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1920/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2736MHz,Free=3673MB,PLS=0,Temp=45.0C/0.0C,TW=1.03ms,App=5.94ms,GD=0.00ms,CPU&GPU=10.32ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.23(W0.27),CFL=12.05/15.80,ICFLp95=14.89,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=360,PoseAgeP95=0.00
1789438221.076	90	90	0		456	5.95	10.17	364	45.0	0.66	FPS=90/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2736MHz,Free=3673MB,PLS=0,Temp=45.0C/0.0C,TW=1.02ms,App=5.95ms,GD=0.00ms,CPU&GPU=10.17ms,LCnt=1(DR91,LM0),GPU%=0.66,CPU%=0.22(W0.30),CFL=12.00/15.70,ICFLp95=14.95,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=364,PoseAgeP95=0.00
1789438222.076	91	90	0		456	6.00	10.61	358	45.0	0.66	FPS=91/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2736MHz,Free=3673MB,PLS=0,Temp=45.0C/0.0C,TW=1.02ms,App=6.00ms,GD=0.00ms,CPU&GPU=10.61ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.19(W0.29),CFL=12.03/16.14,ICFLp95=15.04,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=358,PoseAgeP95=0.00
1789438223.076	91	90	0		456	5.92	10.08	360	45.0	0.66	FPS=91/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2736MHz,Free=3673MB,PLS=0,Temp=45.0C/0.0C,TW=1.01ms,App=5.92ms,GD=0.00ms,CPU&GPU=10.08ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.23(W0.28),CFL=12.12/15.85,ICFLp95=14.98,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=360,PoseAgeP95=0.00
1789438224.077	91	90	0		456	5.95	10.10	358	45.0	0.66	FPS=91/90,Prd=27ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2736MHz,Free=3673MB,PLS=0,Temp=45.0C/0.0C,TW=1.02ms,App=5.95ms,GD=0.00ms,CPU&GPU=10.10ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.21(W0.28),CFL=11.96/15.63,ICFLp95=14.91,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=358,PoseAgeP95=0.00
1789438225.077	90	90	0		456	5.96	10.25	358	45.0	0.66	FPS=90/90,Prd=27ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2736MHz,Free=3673MB,PLS=0,Temp=45.0C/0.0C,TW=1.01ms,App=5.96ms,GD=0.00ms,CPU&GPU=10.25ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.22(W0.29),CFL=11.91/15.75,ICFLp95=14.87,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=358,PoseAgeP95=0.00
1789438226.077	91	90	0		456	5.94	10.61	358	45.0	0.66	FPS=91/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2736MHz,Free=3673MB,PLS=0,Temp=45.0C/0.0C,TW=1.02ms,App=5.94ms,GD=0.00ms,CPU&GPU=10.61ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.21(W0.28),CFL=11.98/15.60,ICFLp95=14.86,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=358,PoseAgeP95=0.00
1789438227.077	90	90	0		456	5.89	10.17	362	45.0	0.66	FPS=90/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2736MHz,Free=3673MB,PLS=0,Temp=45.0C/0.0C,TW=1.03ms,App=5.89ms,GD=0.00ms,CPU&GPU=10.17ms,LCnt=1(DR91,LM0),GPU%=0.66,CPU%=0.20(W0.37),CFL=12.02/15.72,ICFLp95=14.97,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=362,PoseAgeP95=0.00
1789438228.077	91	90	0		456	5.98	10.69	358	45.0	0.66	FPS=91/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2736MHz,Free=3673MB,PLS=0,Temp=45.0C/0.0C,TW=1.02ms,App=5.98ms,GD=0.00ms,CPU&GPU=10.69ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.21(W0.39),CFL=12.05/15.63,ICFLp95=14.95,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=358,PoseAgeP95=0.00
1789438229.077	90	90	0		456	5.95	11.03	356	45.0	0.66	FPS=90/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2736MHz,Free=3673MB,PLS=0,Temp=45.0C/0.0C,TW=1.02ms,App=5.95ms,GD=0.00ms,CPU&GPU=11.03ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.23(W0.36),CFL=11.91/15.66,ICFLp95=14.87,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=356,PoseAgeP95=0.00
1789438230.077	91	90	0		456	5.92	10.24	362	45.0	0.66	FPS=91/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2736MHz,Free=3673MB,PLS=0,Temp=45.0C/0.0C,TW=1.02ms,App=5.92ms,GD=0.00ms,CPU&GPU=10.24ms,LCnt=1(DR91,LM0),GPU%=0.66,CPU%=0.23(W0.26),CFL=11.99/15.60,ICFLp95=14.85,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=362,PoseAgeP95=0.00
1789438231.077	90	90	0		456	5.94	10.06	358	45.0	0.66	FPS=90/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1651/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2092MHz,Free=3673MB,PLS=0,Temp=45.0C/0.0C,TW=1.02ms,App=5.94ms,GD=0.00ms,CPU&GPU=10.06ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.22(W0.28),CFL=12.06/15.54,ICFLp95=14.81,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=358,PoseAgeP95=0.00
1789438232.077	90	90	0		456	5.96	10.14	360	45.0	0.66	FPS=90/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1651/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2092MHz,Free=3673MB,PLS=0,Temp=45.0C/0.0C,TW=1.02ms,App=5.96ms,GD=0.00ms,CPU&GPU=10.14ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.24(W0.32),CFL=11.96/15.62,ICFLp95=14.78,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=360,PoseAgeP95=0.00
1789438233.077	91	90	0		456	5.93	10.39	358	45.0	0.66	FPS=91/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1651/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2092MHz,Free=3673MB,PLS=0,Temp=45.0C/0.0C,TW=1.02ms,App=5.93ms,GD=0.00ms,CPU&GPU=10.39ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.23(W0.31),CFL=11.95/15.52,ICFLp95=14.80,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=358,PoseAgeP95=0.00
1789438234.077	90	90	0		456	5.95	10.59	358	45.0	0.66	FPS=90/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1651/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2092MHz,Free=3673MB,PLS=0,Temp=45.0C/0.0C,TW=1.02ms,App=5.95ms,GD=0.00ms,CPU&GPU=10.59ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.23(W0.32),CFL=11.94/15.51,ICFLp95=14.78,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=358,PoseAgeP95=0.00
1789438235.077	91	90	0		456	5.99	10.85	362	45.0	0.67	FPS=91/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1651/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2092MHz,Free=3673MB,PLS=0,Temp=45.0C/0.0C,TW=1.08ms,App=5.99ms,GD=0.00ms,CPU&GPU=10.85ms,LCnt=1(DR91,LM0),GPU%=0.67,CPU%=0.23(W0.30),CFL=11.84/15.54,ICFLp95=14.81,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=362,PoseAgeP95=0.00
1789438236.102	91	90	0		456	6.06	10.69	362	45.0	0.68	FPS=91/90,Prd=28ms,Tear=1,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1651/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2092MHz,Free=3670MB,PLS=0,Temp=45.0C/0.0C,TW=1.02ms,App=6.06ms,GD=0.00ms,CPU&GPU=10.69ms,LCnt=1(DR91,LM0),GPU%=0.68,CPU%=0.24(W0.32),CFL=11.92/15.84,ICFLp95=15.01,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=362,PoseAgeP95=0.00
1789438237.078	90	90	0		456	6.03	10.44	358	45.0	0.67	FPS=90/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1651/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2092MHz,Free=3670MB,PLS=0,Temp=45.0C/0.0C,TW=1.02ms,App=6.03ms,GD=0.00ms,CPU&GPU=10.44ms,LCnt=1(DR90,LM0),GPU%=0.67,CPU%=0.22(W0.29),CFL=12.44/15.88,ICFLp95=15.09,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=358,PoseAgeP95=0.00
1789438238.078	91	90	0		456	5.95	10.33	360	45.0	0.67	FPS=91/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1651/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2092MHz,Free=3670MB,PLS=0,Temp=45.0C/0.0C,TW=1.02ms,App=5.95ms,GD=0.00ms,CPU&GPU=10.33ms,LCnt=1(DR90,LM0),GPU%=0.67,CPU%=0.21(W0.26),CFL=12.07/15.73,ICFLp95=14.87,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=360,PoseAgeP95=0.00
1789438239.078	90	90	0		456	5.97	10.27	358	45.0	0.66	FPS=90/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1651/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2092MHz,Free=3670MB,PLS=0,Temp=45.0C/0.0C,TW=1.02ms,App=5.97ms,GD=0.00ms,CPU&GPU=10.27ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.19(W0.26),CFL=12.02/15.50,ICFLp95=14.79,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=358,PoseAgeP95=0.00
1789438240.078	91	90	0		456	5.92	10.95	360	46.0	0.66	FPS=91/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1651/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2092MHz,Free=3670MB,PLS=0,Temp=46.0C/0.0C,TW=1.02ms,App=5.92ms,GD=0.00ms,CPU&GPU=10.95ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.22(W0.26),CFL=11.92/15.49,ICFLp95=14.80,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=360,PoseAgeP95=0.00
1789438241.078	90	90	0		456	5.91	10.39	358	46.0	0.66	FPS=90/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=1555MHz,Free=3670MB,PLS=0,Temp=46.0C/0.0C,TW=1.02ms,App=5.91ms,GD=0.00ms,CPU&GPU=10.39ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.22(W0.31),CFL=11.90/15.61,ICFLp95=14.80,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=358,PoseAgeP95=0.00
1789438242.078	90	90	0		456	5.91	10.71	360	46.0	0.66	FPS=90/90,Prd=27ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=1555MHz,Free=3670MB,PLS=0,Temp=46.0C/0.0C,TW=1.02ms,App=5.91ms,GD=0.00ms,CPU&GPU=10.71ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.22(W0.40),CFL=11.88/15.55,ICFLp95=14.85,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=360,PoseAgeP95=0.00
1789438243.078	91	90	0		456	5.97	10.61	358	46.0	0.66	FPS=91/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=1555MHz,Free=3670MB,PLS=0,Temp=46.0C/0.0C,TW=1.03ms,App=5.97ms,GD=0.00ms,CPU&GPU=10.61ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.24(W0.31),CFL=11.88/15.67,ICFLp95=14.82,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=358,PoseAgeP95=0.00
1789438244.078	90	90	0		456	5.87	10.29	362	46.0	0.66	FPS=90/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=1555MHz,Free=3670MB,PLS=0,Temp=46.0C/0.0C,TW=1.01ms,App=5.87ms,GD=0.00ms,CPU&GPU=10.29ms,LCnt=1(DR91,LM0),GPU%=0.66,CPU%=0.21(W0.27),CFL=11.91/15.48,ICFLp95=14.74,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=362,PoseAgeP95=0.00
1789438245.078	91	90	0		456	6.00	10.37	362	46.0	0.67	FPS=91/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=1555MHz,Free=3670MB,PLS=0,Temp=46.0C/0.0C,TW=1.02ms,App=6.00ms,GD=0.00ms,CPU&GPU=10.37ms,LCnt=1(DR91,LM0),GPU%=0.67,CPU%=0.21(W0.25),CFL=11.86/15.56,ICFLp95=14.85,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=362,PoseAgeP95=0.00
1789438246.078	90	90	0		456	6.00	10.48	360	46.0	0.66	FPS=90/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=1555MHz,Free=3670MB,PLS=0,Temp=46.0C/0.0C,TW=1.01ms,App=6.00ms,GD=0.00ms,CPU&GPU=10.48ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.23(W0.25),CFL=11.97/15.55,ICFLp95=14.83,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=360,PoseAgeP95=0.00
